            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2460728.500000000, A.D. 2025-Feb-22 00:00:00.0000,  1.711872356056829E-02,  1.470759265302838E+08,  3.434182101985151E-03,  1.702819239629492E+02,  2.925154536554883E+02,  2.460678802713572E+06,  1.140297849244587E-05,  4.896262842658248E+01,  5.046317305413113E+01,  1.496375300413479E+08,  1.521991335524119E+08,  3.157069885192621E+07,
2460729.500000000, A.D. 2025-Feb-23 00:00:00.0000,  1.720368816934547E-02,  1.470886149455139E+08,  2.982582899324092E-03,  1.728722906397638E+02,  2.904333016100085E+02,  2.460679301950430E+06,  1.140002466612549E-05,  4.944317788429343E+01,  5.096201891006120E+01,  1.496633770140345E+08,  1.522381390825551E+08,  3.157887904135146E+07,
2460730.500000000, A.D. 2025-Feb-24 00:00:00.0000,  1.726552584104410E-02,  1.471029012138571E+08,  2.528924491287565E-03,  1.762669509976087E+02,  2.875540943897118E+02,  2.460679807392492E+06,  1.139728823043854E-05,  4.991831357099264E+01,  5.145324132440525E+01,  1.496873317075303E+08,  1.522717622012036E+08,  3.158646098275854E+07,
2460731.500000000, A.D. 2025-Feb-25 00:00:00.0000,  1.729940457624127E-02,  1.471182841230401E+08,  2.099594732215339E-03,  1.807151857748807E+02,  2.836056790250194E+02,  2.460680296512252E+06,  1.139491143401882E-05,  5.041087557140664E+01,  5.195969990721310E+01,  1.497081459074521E+08,  1.522980076918641E+08,  3.159304941372707E+07,
2460732.500000000, A.D. 2025-Feb-26 00:00:00.0000,  1.730103783132434E-02,  1.471340706482611E+08,  1.724740651506170E-03,  1.863782388442646E+02,  2.783994260945450E+02,  2.460680742382247E+06,  1.139304918075564E-05,  5.094810010469979E+01,  5.250876396193598E+01,  1.497244591808231E+08,  1.523148477133851E+08,  3.159821346230009E+07,
2460733.500000000, A.D. 2025-Feb-27 00:00:00.0000,  1.726757131007087E-02,  1.471493682402409E+08,  1.433683783467901E-03,  1.929424510629282E+02,  2.722180593122010E+02,  2.460681114642552E+06,  1.139185451333415E-05,  5.156061442649130E+01,  5.313134880966484E+01,  1.497349267657772E+08,  1.523204852913135E+08,  3.160152717703869E+07,
2460734.500000000, A.D. 2025-Feb-28 00:00:00.0000,  1.719865587205874E-02,  1.471631260892290E+08,  1.246389743796208E-03,  1.990220584075389E+02,  2.664155671755930E+02,  2.460681382185380E+06,  1.139145522080734E-05,  5.227970745649763E+01,  5.385920626746167E+01,  1.497384257444313E+08,  1.523137253996336E+08,  3.160263487165654E+07,
2460735.500000000, A.D. 2025-Mar-01 00:00:00.0000,  1.709735235451167E-02,  1.471742368084948E+08,  1.168169594374445E-03,  2.022420961536361E+02,  2.633386959709679E+02,  2.460681517491623E+06,  1.139192640084577E-05,  5.313295546822417E+01,  5.472052842353575E+01,  1.497342968411429E+08,  1.522943568737909E+08,  3.160132775904106E+07,
2460736.500000000, A.D. 2025-Mar-02 00:00:00.0000,  1.697041141284866E-02,  1.471816852465848E+08,  1.199133715883211E-03,  2.009620949066550E+02,  2.646083911129437E+02,  2.460681501680312E+06,  1.139326843167444E-05,  5.413915752479777E+01,  5.573481192458038E+01,  1.497225383196452E+08,  1.522633913927056E+08,  3.159760538943887E+07,
2460737.500000000, A.D. 2025-Mar-03 00:00:00.0000,  1.682763417577578E-02,  1.471847040192876E+08,  1.346618727011607E-03,  1.960300557165843E+02,  2.693700436550401E+02,  2.460681328638495E+06,  1.139540010422529E-05,  5.530421998787635E+01,  5.690863843052719E+01,  1.497038659095123E+08,  1.522230277997369E+08,  3.159169460548524E+07,
2460738.500000000, A.D. 2025-Mar-04 00:00:00.0000,  1.668042760917291E-02,  1.471828862462741E+08,  1.616037631693090E-03,  1.899795651576078E+02,  2.750981343531969E+02,  2.460681006713005E+06,  1.139817063861848E-05,  5.661950075222489E+01,  5.823391749511596E+01,  1.496796060800622E+08,  1.521763259138502E+08,  3.158401566478337E+07,
2460739.500000000, A.D. 2025-Mar-05 00:00:00.0000,  1.654005329286777E-02,  1.471762247366144E+08,  1.994808217546977E-03,  1.847481816225134E+02,  2.798766163906861E+02,  2.460680557453754E+06,  1.140138548644901E-05,  5.806310612836889E+01,  5.968911905170753E+01,  1.496514679925673E+08,  1.521267112485203E+08,  3.157510992219971E+07,
2460740.500000000, A.D. 2025-Mar-06 00:00:00.0000,  1.641614732469179E-02,  1.471650803678453E+08,  2.453583394201560E-03,  1.809086435082544E+02,  2.831642054013365E+02,  2.460680012126344E+06,  1.140483560074633E-05,  5.960340762210715E+01,  6.124277595184502E+01,  1.496212854324136E+08,  1.520774904969818E+08,  3.156555803193179E+07,
2460741.500000000, A.D. 2025-Mar-07 00:00:00.0000,  1.631585020202666E-02,  1.471501070013165E+08,  2.956691074172080E-03,  1.782951675789385E+02,  2.851636794225669E+02,  2.460679407349820E+06,  1.140832116219295E-05,  6.120341813403808E+01,  6.285788567765337E+01,  1.495908082198313E+08,  1.520315094383461E+08,  3.155591387039804E+07,
2460742.500000000, A.D. 2025-Mar-08 00:00:00.0000,  1.624355904921274E-02,  1.471321640810177E+08,  3.469499457985678E-03,  1.765802613120541E+02,  2.862409699862941E+02,  2.460678781047614E+06,  1.141166596375482E-05,  6.282484417645532E+01,  6.449600643148361E+01,  1.495615763784138E+08,  1.519909886758099E+08,  3.154666471516205E+07,
2460743.500000000, A.D. 2025-Mar-09 00:00:00.0000,  1.620111368062849E-02,  1.471122368192981E+08,  3.961533974577968E-03,  1.754840546322762E+02,  2.867126492509529E+02,  2.460678169311403E+06,  1.141472342665615E-05,  6.443122247505117E+01,  6.612043754486294E+01,  1.495348682185242E+08,  1.519574996177504E+08,  3.153821486023154E+07,
2460744.500000000, A.D. 2025-Mar-10 00:00:00.0000,  1.618819705077500E-02,  1.470913699291403E+08,  4.407415770384170E-03,  1.748058282040579E+02,  2.868122082459165E+02,  2.460677604247261E+06,  1.141737736123086E-05,  6.599007816895032E+01,  6.769841214973258E+01,  1.495116947044106E+08,  1.519320194796810E+08,  3.153088389829570E+07,
